country,cluster_lat,cluster_lon,cons_pc,nightlights
eth,3.45570056699,39.5159939261,14.854633584634072,0.0
eth,3.54993726091,39.1842340255,14.312021655655702,0.0
eth,3.8642429801,39.1013658071,12.470144695912586,0.0
eth,3.98293116381,38.4913678893,8.336539133501514,0.0
eth,4.04819412104,41.9309280688,4.762526400755319,0.0
eth,4.2353408846,38.3859126851,6.252727434184448,0.0
eth,4.28184427047,41.8750755047,11.930804456109817,0.0
eth,4.76768886663,39.2697492018,8.848297870907532,0.0
eth,4.8070976028,36.0818398582,8.256222248009827,0.0
eth,4.86583201441,39.1736734474,3.0004205872231857,0.0
eth,4.87905466671,39.1953787271,7.4979638580862495,0.0
eth,4.98817917691,36.4805486186,4.244107433966068,0.004127206
eth,5.06617360457,39.8033863219,17.38728436214993,0.0
eth,5.21350249941,40.0351534251,14.601056932511005,0.0057187895
eth,5.22299798627,41.0432055896,7.357903580937716,0.0
eth,5.25295513188,37.4271768268,2.739286536080284,0.0
eth,5.29947726643,37.4826182904,3.249502842735202,0.009997618
eth,5.49534488804,37.5518429316,6.982253096524787,0.0
eth,5.51248465997,37.6022764827,16.003865231340352,0.0
eth,5.52570615347,38.7620666963,7.3697236524862975,0.00039666338
eth,5.5541668341,37.8416513316,8.612026850742481,0.0
eth,5.59568261612,38.2936192427,14.042021611988435,0.0033398422
eth,5.60315524467,37.6030634072,9.87005228035301,0.0
eth,5.63928393085,37.3823169626,3.8898478223602706,0.016421583
eth,5.64655886803,37.3818910811,3.3161773839400532,0.016421584
eth,5.74709706037,37.8508868358,3.976004949208631,0.0
eth,5.80379577019,36.5810919609,6.430465809039497,0.05242933
eth,5.82562469489,38.6725076713,11.642790122630721,0.0
eth,5.83633941337,36.6070302097,6.575642003828283,0.0014543593
eth,5.85184911518,37.8832189758,5.698217089621718,0.00364763
eth,5.87254139533,36.5547616695,25.249552582961698,0.0026232298
eth,5.90110061304,36.5785635622,4.349775628882177,0.0025039918
eth,5.94525407784,38.322510837,6.594714946716014,0.007406192
eth,5.94989088571,37.1552324163,2.6437102061586546,0.0011175025
eth,5.98301240509,38.1616652609,6.9582416842947445,0.015727293
eth,5.98817082582,37.4387863255,4.240268357015432,0.0
eth,6.00281125449,37.5432936133,15.254802862773861,0.8886754
eth,6.01320414316,37.5572904068,6.848090347175636,0.8582753
eth,6.02435784991,38.3413616597,4.568042981436726,0.0
eth,6.04835097849,37.5568587055,5.962702375014339,0.85106033
eth,6.05915013841,37.545217807,6.641390995994363,0.61329406
eth,6.13630868631,36.6759763471,3.95525689130602,0.0008689708
eth,6.13878361273,38.2843372409,7.9886487635470536,0.0
eth,6.20010588939,36.5861907555,2.622240018548418,0.0
eth,6.23179734158,35.8385790499,4.7166543416071995,0.0
eth,6.23385511377,37.3456169058,10.228657271468787,0.0
eth,6.2600677475,35.2645547968,4.664403056838201,0.0
eth,6.2656349463,36.6109388136,5.849649381098062,0.008042842
eth,6.27761186614,38.3115215185,3.1111891463144326,0.003046093
eth,6.29109687243,37.4818442988,8.573492095973279,0.017000802
eth,6.33301035552,36.6032685349,5.914050942558589,0.0076772585
eth,6.36391514169,36.5892168406,6.441961764478814,0.0
eth,6.37589338272,38.7269447069,5.453842878097201,0.0
eth,6.39898337786,38.8768980886,6.449171674388625,0.0
eth,6.40123809791,38.3446012616,8.286713556845871,0.23346548
eth,6.43132806354,37.6603410409,12.345103982370096,0.014278024
eth,6.44962796151,38.3196828622,4.262049854309265,0.24122377
eth,6.45050353832,39.8802730059,14.45825037757393,0.04890847
eth,6.50156734188,37.4709978737,4.1822359251007155,0.006651972
eth,6.59328992813,38.4223921387,11.94250888059968,0.06618644
eth,6.61699649052,37.4846255397,5.537213303679431,0.0
eth,6.63095001102,36.7852027008,11.820675239137392,0.0
eth,6.65580676267,38.3245737951,4.292401189724962,0.0037840838
eth,6.70685847437,37.409545286,3.92038642840596,0.0
eth,6.78301858962,37.5509812536,6.610220727549275,0.0
eth,6.80310210938,38.5126355838,4.6550195593252734,0.003343526
eth,6.80492958256,35.8646146207,5.464383851045832,0.0
eth,6.85154345042,37.7801781416,16.217702340127275,0.47656262
eth,6.88872100597,37.9522518332,8.857676267178324,0.01919177
eth,6.90210116638,37.7348762189,6.106009853814572,0.20192222
eth,6.90990756063,37.774162367,8.06067578981762,0.058148514
eth,6.91156800008,38.4817078008,7.602519727411019,0.06875215
eth,6.91411343602,35.6303215499,4.282904739242083,0.0
eth,6.92495009304,38.3559681101,10.085722497643209,0.013584042
eth,6.93084850884,38.595896045,7.04568610519267,0.0107248025
eth,6.94302150261,37.2950167052,6.041676556804247,0.00091292016
eth,6.94902910992,35.772021814,9.904050485847026,0.01064547
eth,6.94992604668,37.8864940524,3.859739097230144,0.060356237
eth,6.98359796157,40.3522763184,11.885595386638931,0.0073808595
eth,6.9854158586,35.5733201529,12.630055989949936,0.18196629
eth,6.98589410147,36.4255203181,9.500093232249743,0.0
eth,7.00349013971,39.1624463866,8.266814756890172,0.07349214
eth,7.0204703088,40.3194889265,23.64070054711098,0.00070255174
eth,7.02150110471,38.4874759267,15.223994276419145,2.9531348
eth,7.03041856096,38.4696485423,20.583853047458952,3.2602723
eth,7.03607701317,37.3092790736,7.600852903891185,0.010720926
